RKB,centralno,duration (h),distance (km),coordinates_centralno,coordinates_podracno,Населено место
7600104936,Ресен - ООУ „Браќа Миладиновци“ с.Царев Двор,0.3005555556,16.727,"41.0410544,21.0049296","40.9426332,20.9066797","Сење, Ресен"
7600104944,Ресен - ООУ „Гоце Делчев“,0.15,5.25,"41.090019,21.015169","41.1326516,21.0035347",с.Избишта
7600104944,Ресен - ООУ „Гоце Делчев“,0.1630555556,6.177,"41.090019,21.015169","41.0862181,21.0642578",с.Сопотско
7600104901,Ресен - ООУ „Мите Богоевски“,0.1813888889,6.702,"41.0879213,21.0104093","41.1088374,20.9726414",с.Болно    Ресен
7600104901,Ресен - ООУ „Мите Богоевски“,0.08972222222,2.138,"41.0879213,21.0104093","41.1060216,21.0103334",с.Јанковец Ресен
7600104928,Ресен - ООУ „Славејко Арсов“ с.Подмочани,0.1244444444,6.999,"41.0207983,21.0509529","41.0505699,21.0275009","Горна Бела Црква, Ресен"
7600104928,Ресен - ООУ „Славејко Арсов“ с.Подмочани,0.09416666667,4.003,"41.0207983,21.0509529","41.0368809,21.0312312",с.Долна Бела Црква Ресен
7600104928,Ресен - ООУ „Славејко Арсов“ с.Подмочани,0.07861111111,4.213,"41.0207983,21.0509529","40.9857428,21.0519709",с.Асамати
7610108346,Росоман - ООУ „Пере Тошев“,0.1694444444,8.177,"41.5164019,21.9444293","41.4754678,21.9146388",с. Трстеник
7610108346,Росоман - ООУ „Пере Тошев“,0.1322222222,5.131,"41.5164019,21.9444293","41.4884565,21.944523",ПУ Манастирец
7610108346,Росоман - ООУ „Пере Тошев“,0.2016666667,9.327,"41.5164019,21.9444293","41.5373492,21.9759744",с. Паликура
7610108346,Росоман - ООУ „Пере Тошев“,0.1358333333,7.586,"41.5164019,21.9444293","41.5058059,21.890727",с. Сирково
7810103085,Сарај - OОУ „Дрита“ с.Рашче,0.1675,4.006,"42.0218618,21.2507884","42.0064361,21.2372456",Копаниче
7810162600,Сарај - ООУ „Бедри Таири“ с.Долно Свиларе,0.1138888889,3.538,"42.012165,21.3113944","42.0272646,21.2867355",Долно Свиларе
7810103247,Сарај - ООУ „Дитуриа“,0.08,1.764,"41.9983999,21.3273945","42.0009808,21.3095605",Љубин
7810103247,Сарај - ООУ „Дитуриа“,0.1763888889,4.089,"41.9983999,21.3273945","41.9721621,21.3333678",Грчец
7810103255,Сарај - ООУ „Емин Дураку“ с.Буковиќ,0.4497222222,15.488,"41.9905951,21.3396305","41.9433457,21.2175401",с.Раовиќ
7810103255,Сарај - ООУ „Емин Дураку“ с.Буковиќ,0.2994444444,10.965,"41.9905951,21.3396305","41.9621807,21.2552823",с.Чајлане
7810103255,Сарај - ООУ „Емин Дураку“ с.Буковиќ,0.1841666667,6.692,"41.9905951,21.3396305","41.9855971,21.2784898",с.Арнакија
7810104375,Сарај - ООУ „Ибе Паликуќа“ с.Бојане,0.3608333333,16.043,"42.0039028,21.3701531","41.9737404,21.21177",Ласкарци
7810104375,Сарај - ООУ „Ибе Паликуќа“ с.Бојане,0.4472222222,18.241,"42.0039028,21.3701531","41.9541447,21.2111826",с. Паничар
7810104391,Сарај - ООУ „Сами Фрашери“ с.Глумово,0.1258333333,3.451,"41.981572,21.3069615","41.9637223,21.2822958","Матка,Сарај -Скопје"
7810104391,Сарај - ООУ „Сами Фрашери“ с.Глумово,0.1416666667,4.382,"41.981572,21.3069615","41.9827011,21.3241786","Шишево,Сарај-Скопје"
7810103239,Сарај - ООУ „Фаик Коница“ с.Радуша,0.1791666667,5.733,"42.0854758,21.2109356","42.0978442,21.1644154",Дворце
7630107080,Свети Николе - ООУ „Гоце Делчев“,0.2322222222,9.677,"41.8665468,21.9411638","41.8170807,21.9509592","Срнилиште, Свети Николе"
7630107080,Свети Николе - ООУ „Гоце Делчев“,0.1316666667,5.862,"41.8665468,21.9411638","41.8745848,21.876333","Горобинци, Свети Николе"
7630107072,Свети Николе - ООУ „Даме Груев“ с.Ерџелија,0.1,5.328,"41.8348989,22.0299368","41.8112377,21.9929954",с.Амзабегово
7630107072,Свети Николе - ООУ „Даме Груев“ с.Ерџелија,0.09416666667,4.353,"41.8348989,22.0299368","41.8414553,22.0778761",с.Мустафино
7630107072,Свети Николе - ООУ „Даме Груев“ с.Ерџелија,0.09861111111,5.21,"41.8348989,22.0299368","41.8221581,21.9846164",с.Пеширово
7630107072,Свети Николе - ООУ „Даме Груев“ с.Ерџелија,0.1063888889,3.602,"41.8348989,22.0299368","41.8081898,22.0452161",с.Кадрифаково
7630107102,Свети Николе - ООУ „Кирил и Методиј“,0.3355555556,15.519,"41.8637762,21.9371653","41.9774348,21.9702419",Свети Николе
7640103514,Сопиште - ООУ „Драга Стојанова“ с.Ракотинци,0.7030555556,25.372,"41.941135578168705, 21.335939346107853","41.799599845280305, 21.318041437101673",Патишка Река
7640103514,Сопиште - ООУ „Драга Стојанова“ с.Ракотинци,0.1694444444,5.105,"41.9863885,21.4357311","41.9534851,21.4247199",с.Сопиште
7640103514,Сопиште - ООУ „Драга Стојанова“ с.Ракотинци,0.4733333333,18.236,"41.9406624,21.4117848","41.8505847,21.3480667",Држилово
7640103514,Сопиште - ООУ „Драга Стојанова“ с.Ракотинци,0.3922222222,13.175,"41.9863885,21.4357311","41.9469423,21.3486114", Чифлик - општина Сопиште
7640103514,Сопиште - ООУ „Драга Стојанова“ с.Ракотинци,0.05055555556,0.752,"41.9863885,21.4357311","41.9858873,21.4312845",Св.Петка
7640103514,Сопиште - ООУ „Драга Стојанова“ с.Ракотинци,0.2930555556,9.529,"41.9863885,21.4357311","41.9266753,21.4015162",село Добри Дол
7640103514,Сопиште - ООУ „Драга Стојанова“ с.Ракотинци,0.3497222222,10.934,"41.9863885,21.4357311","41.9338065,21.3842128",Д.Соње
7620105584,Старо Нагоричане - OOУ„Светозар Марковиќ“,0.2272222222,10.056,"42.1992815291656,21.831085846571","42.2632521,21.8183886",с.Алгуња
7620105584,Старо Нагоричане - OOУ„Светозар Марковиќ“,0.3577777778,18.978,"42.1992815291656,21.831085846571","42.2176222,21.7925543",с Никуљане
7620105576,Старо Нагоричане - ООУ„Христијан Карпош“ с.Младо Нагоричане,0.2166666667,10.708,"42.1791142,21.7897346","42.159498,21.9009768",с.Облавце
7620105576,Старо Нагоричане - ООУ„Христијан Карпош“ с.Младо Нагоричане,0.4225,18.104,"42.171785677591764, 21.81118298149269","42.2303205,21.951027",с.Бајловце
7620105576,Старо Нагоричане - ООУ„Христијан Карпош“ с.Младо Нагоричане,0.1405555556,4.207,"42.1791142,21.7897346","42.1636395,21.8181846",с.Младо Нагоричане
7620105592,Старо Нагоричане - ООУ„Христијан Тодоровски Карпош“ с.Драгоманце,0.08027777778,3.301,"42.2200628,21.8459967","42.2317578,21.8187619",с.Челопек - Старо Нагоричане
7620105592,Старо Нагоричане - ООУ„Христијан Тодоровски Карпош“ с.Драгоманце,0.5958333333,24.53,"42.1819155,21.8089737","42.2591747,21.9833421","Арбанашко, Старо Нагоричане"
7620105592,Старо Нагоричане - ООУ„Христијан Тодоровски Карпош“ с.Драгоманце,0.2930555556,16.159,"42.1819155,21.8089737","42.2868968,21.849575","Пелинце, Старо Нагоричане"
7650105991,Струга - ООУ „Ашим Агуши“ с.Радолишта,0.1291666667,3.875,"41.1662279,20.6279044","41.1927868,20.6305773",Заграчан
7650105991,Струга - ООУ „Ашим Агуши“ с.Радолишта,0.08,3.215,"41.1662279,20.6279044","41.1467629,20.6267468","Френгове, Струга"
7650105975,Струга - ООУ „Браќа Миладиновци“,0.1313888889,4.773,"41.1749058,20.6810709","41.1516939,20.6480654",Калишта
7650106076,Струга - ООУ „Гоце Делчев“ с.Јабланица,0.5358333333,25.893,"41.1825571,20.6807753","41.3218678,20.6061562",с. Пискупштина
7650106076,Струга - ООУ „Гоце Делчев“ с.Јабланица,0.5911111111,27.595,"41.1825571,20.6807753","41.3380114,20.6001835",с.Нерези
7650106076,Струга - ООУ „Гоце Делчев“ с.Јабланица,0.5025,26.138,"41.1825571,20.6807753","41.3534717,20.6052025",с. Луково
7650106092,Струга - ООУ „Единство“ с.Октиси,0.2283333333,10.692,"41.2592711,20.5944943","41.214936,20.6356193",с. Долна Белица
7650106165,Струга - ООУ „Зини Хани“ с.Велешта,0.1291666667,5.483,"41.2105347,20.657763","41.2521646,20.6536463",Добовјани
7650106084,Струга - ООУ „Јосип Броз Тито“,0.1613888889,6.432,"41.1749761,20.6685149","41.1869837,20.7087242",с.Мислешево
7650106084,Струга - ООУ „Јосип Броз Тито“,0.1536111111,6.544,"41.1749761,20.6685149","41.209691,20.6639569",с.Враништа
7650106084,Струга - ООУ „Јосип Броз Тито“,0.2444444444,9.57,"41.1749761,20.6685149","41.1042405,20.6335316",с.Радожда
7650105983,Струга - ООУ „Климент Охридски“ с.Драслајца,0.1822222222,8.649,"41.1653563,20.6967858","41.2182826,20.672451",с.Биџево
7650105983,Струга - ООУ „Климент Охридски“ с.Драслајца,0.1575,6.115,"41.2087766,20.6789335","41.2273627,20.6713153",Ложани
7650105983,Струга - ООУ „Климент Охридски“ с.Драслајца,0.2586111111,9.877,"41.2087766,20.6789335","41.2013601,20.6952004",Мороишта
7650106017,Струга - ООУ „Мурат Лабуништа“ Лабуништа,0.1686111111,5.15,"41.2686582,20.5979813","41.2884746,20.5933667",с.Боровец
7650106017,Струга - ООУ „Мурат Лабуништа“ Лабуништа,0.1841666667,6.162,"41.2686582,20.5979813","41.2668257,20.6410731",село Ташмаруништа
7650106009,Струга - ООУ „Нури Мазари“ с.Делогожда,0.04444444444,1.102,"41.25522,20.7196423","41.2535702,20.728832",Корошиште
7650106009,Струга - ООУ „Нури Мазари“ с.Делогожда,0.06444444444,1.811,"41.25522,20.7196423","41.2484974,20.7351416",Ливади
7650106009,Струга - ООУ „Нури Мазари“ с.Делогожда,0.07777777778,2.213,"41.25522,20.7196423","41.2486876,20.7378419",Жепин
7650106009,Струга - ООУ „Нури Мазари“ с.Делогожда,0.1847222222,5.4,"41.25522,20.7196423","41.2809877,20.7121861",Поум
7650160224,Струга - ООУ „Орхан Џемаили“,0.4911111111,18.352,"41.1749058,20.6810709","41.2882559,20.6698493","Боговице, струга"
7650160224,Струга - ООУ „Орхан Џемаили“,0.3711111111,13.618,"41.1749058,20.6810709","41.2583542,20.6879957",Долно Татеши-Струга
7650160224,Струга - ООУ „Орхан Џемаили“,0.5036111111,19.262,"41.1749058,20.6810709","41.3001749,20.6917448","Мислодежде, Струга"
7660115156,Струмица - ОOУ „Даме Груев“ с.Кукулиш,0.6138888889,19.586,"41.407701722989,22.6655164","41.3388234,22.669147",с.Дорломбос
7660115156,Струмица - ОOУ „Даме Груев“ с.Кукулиш,0.4325,15.803,"41.407701722989,22.6655164","41.3335295,22.6424807",с.Мемешли
7660115156,Струмица - ОOУ „Даме Груев“ с.Кукулиш,0.2438888889,11.646,"41.407701722989,22.6655164","41.3568171,22.6097809",с.Костурино
7660115156,Струмица - ОOУ „Даме Груев“ с.Кукулиш,0.07722222222,3.464,"41.407701722989,22.6655164","41.3911821,22.6976607",с.Свидовица
7660115156,Струмица - ОOУ „Даме Груев“ с.Кукулиш,0.1922222222,7.78,"41.407701722989,22.6655164","41.3972499,22.6001144",Раборци
7660106653,Струмица - ООУ „Маршал Тито“,0.2883333333,11.55,"41.4338795,22.6361603","41.4159135,22.5898501",Попчево
7660106653,Струмица - ООУ „Маршал Тито“,0.4977777778,15.972,"41.4338795,22.6361603","41.4428326,22.5187462"," Рич, Општина Струмица"
7660106637,Струмица - ООУ „Маршал Тито“ с.Муртино,0.3747222222,17.407,"41.4338795,22.6361603","41.3770174,22.7950048",с. Габрово
7660106637,Струмица - ООУ „Маршал Тито“ с.Муртино,0.1313888889,3.675,"41.4338795,22.6361603","41.4140133,22.6593839",с. Банско
7660106637,Струмица - ООУ „Маршал Тито“ с.Муртино,0.1972222222,6.852,"41.4338795,22.6361603","41.4209554,22.6999339",с. Сачево
7660106831,Струмица - ООУ „Никола Вапцаров“,0.05916666667,1.649,"41.4294311,22.6486115","41.4228874,22.6613454",село Градско Балдовци
7660106645,Струмица - ООУ „Сандо Масев“,0.085,1.302,"41.4405183,22.6364319","41.4421371,22.6443207",Струмица
7660106645,Струмица - ООУ „Сандо Масев“,0.1122222222,3.094,"41.4405183,22.6364319","41.4477767,22.6079869",Баница
