match,opshtina,osnnovno_tip ,osnovno_ucilishte,language,uce_2019_2020,uce_2020_2021,uce_2021_2022,uce_2022_2023,uce_2023_2024,par_2019_2020,par_2020_2021,par_2021_2022,par_2022_2023,par_2023_2024,lat,long
Струга - ООУ ЕДИНСТВО с.ОКТИСИ с.Д.Белица,Струга,ПУ,ЕДИНСТВО с.ОКТИСИ с.Д.Белица,"албански",570,490,520,53,48,70,70,80,80,9,41.3001749,20.6917448
Струга - ООУ ЗИНИ ХАНИ с. ВЕЛЕШТА,Струга,ЦУ,ЗИНИ ХАНИ с. ВЕЛЕШТА,"албански",3020,3040,3150,307,306,280,280,280,280,27,41.3001749,20.6917448
Струга - ООУ ЗИНИ ХАНИ с. ВЕЛЕШТА с.Добовјани,Струга,ПУ,ЗИНИ ХАНИ с. ВЕЛЕШТА с.Добовјани,"албански",120,140,100,9,9,20,20,20,20,2,41.3001749,20.6917448
Струга - ООУ ЈОСИП БРОЗ ТИТО с.Враништа,Струга,ПУ,ЈОСИП БРОЗ ТИТО с.Враништа,"македонски",1390,1440,1480,149,143,90,90,90,90,9,41.3001749,20.6917448
Струга - ООУ ЈОСИП БРОЗ ТИТО с.Мислешово,Струга,ПУ,ЈОСИП БРОЗ ТИТО с.Мислешово,"македонски",1290,1290,1350,135,125,90,90,90,90,9,41.3001749,20.6917448
Струга - ООУ ЈОСИП БРОЗ ТИТО с.Радожда,Струга,ПУ,ЈОСИП БРОЗ ТИТО с.Радожда,"македонски",540,510,420,39,37,90,90,90,90,9,41.3001749,20.6917448
Струга - ООУ КЛИМЕНТ ОХРИДСКИ  С.ДРАСЛАЈЦА,Струга,ЦУ,КЛИМЕНТ ОХРИДСКИ  С.ДРАСЛАЈЦА,"македонски",1290,1190,1060,108,100,110,110,110,110,11,41.3001749,20.6917448
Струга - ООУ КЛИМЕНТ ОХРИДСКИ  С.ДРАСЛАЈЦА с.Биџево  -албански јазик,Струга,ПУ,КЛИМЕНТ ОХРИДСКИ  С.ДРАСЛАЈЦА с.Биџево  -албански јазик,"албански",230,240,270,26,27,40,40,40,40,4,41.3001749,20.6917448
Струга - ООУ КЛИМЕНТ ОХРИДСКИ  С.ДРАСЛАЈЦА с.Биџево  -македонски јазик,Струга,ПУ,КЛИМЕНТ ОХРИДСКИ  С.ДРАСЛАЈЦА с.Биџево  -македонски јазик,'',0,0,0,0,0,0,0,0,0,0,41.3001749,20.6917448
Струга - ООУ КЛИМЕНТ ОХРИДСКИ  С.ДРАСЛАЈЦА с.Ложани,Струга,ПУ,КЛИМЕНТ ОХРИДСКИ  С.ДРАСЛАЈЦА с.Ложани,"македонски",240,230,290,25,29,30,30,30,30,3,41.3001749,20.6917448
Струга - ООУ КЛИМЕНТ ОХРИДСКИ  С.ДРАСЛАЈЦА с.Мороишта,Струга,ПУ,КЛИМЕНТ ОХРИДСКИ  С.ДРАСЛАЈЦА с.Мороишта,"македонски",310,350,350,40,37,50,50,50,50,5,41.3001749,20.6917448
Струга - ООУ МУРАТ ЛАБУНИШТИ (МАРШАЛ ТИТО) с. ЛАБУНИШТA,Струга,ЦУ,МУРАТ ЛАБУНИШТИ (МАРШАЛ ТИТО) с. ЛАБУНИШТA,"албански, македонски",10430,9910,9610,941,868,560,550,530,540,53,41.3001749,20.6917448
Струга - ООУ МУРАТ ЛАБУНИШТИ (МАРШАЛ ТИТО) с. ЛАБУНИШТA с.Боровец,Струга,ПУ,МУРАТ ЛАБУНИШТИ (МАРШАЛ ТИТО) с. ЛАБУНИШТA с.Боровец,"македонски",730,680,720,71,58,90,90,90,90,9,41.3001749,20.6917448
Струга - ООУ МУРАТ ЛАБУНИШТИ (МАРШАЛ ТИТО) с. ЛАБУНИШТA с.Маруништа,Струга,ПУ,МУРАТ ЛАБУНИШТИ (МАРШАЛ ТИТО) с. ЛАБУНИШТA с.Маруништа,"македонски",100,100,80,5,6,10,10,10,10,1,41.3001749,20.6917448
Струга - ООУ НУРИ МАЗАРИ  с.ДЕЛОГОЖДА,Струга,ЦУ,НУРИ МАЗАРИ  с.ДЕЛОГОЖДА,"албански",1890,1650,1660,157,147,180,180,180,180,18,41.3001749,20.6917448
Струга - ООУ НУРИ МАЗАРИ  с.ДЕЛОГОЖДА с.Корошишта,Струга,ПУ,НУРИ МАЗАРИ  с.ДЕЛОГОЖДА с.Корошишта,"албански",1300,1270,1200,103,99,130,130,130,130,13,41.3001749,20.6917448
Струга - ООУ НУРИ МАЗАРИ  с.ДЕЛОГОЖДА с.Ливада,Струга,ПУ,НУРИ МАЗАРИ  с.ДЕЛОГОЖДА с.Ливада,"албански",1150,1070,1000,108,96,120,120,120,120,12,41.3001749,20.6917448
Струга - ООУ НУРИ МАЗАРИ  с.ДЕЛОГОЖДА с.Поум,Струга,ПУ,НУРИ МАЗАРИ  с.ДЕЛОГОЖДА с.Поум,"албански",70,110,90,8,6,10,10,10,10,1,41.3001749,20.6917448
Струга - ООУ НУРИ МАЗАРИ  с.ДЕЛОГОЖДА с.Џепин,Струга,ПУ,НУРИ МАЗАРИ  с.ДЕЛОГОЖДА с.Џепин,"албански",120,80,70,6,4,20,20,20,20,2,41.3001749,20.6917448
Струга - ООУ ОРХАН ЏЕМАИЛИ с.ГОРНО ТАТЕШИ,Струга,ЦУ,ОРХАН ЏЕМАИЛИ с.ГОРНО ТАТЕШИ,"албански",900,790,800,69,70,90,90,90,90,9,41.3001749,20.6917448
Струга - ООУ ОРХАН ЏЕМАИЛИ с.ГОРНО ТАТЕШИ с.Богојци,Струга,ПУ,ОРХАН ЏЕМАИЛИ с.ГОРНО ТАТЕШИ с.Богојци,"албански",40,30,40,4,5,10,10,10,10,1,41.3001749,20.6917448
Струга - ООУ ОРХАН ЏЕМАИЛИ с.ГОРНО ТАТЕШИ с.Долно Татеши,Струга,ПУ,ОРХАН ЏЕМАИЛИ с.ГОРНО ТАТЕШИ с.Долно Татеши,"албански",170,220,190,20,18,30,30,30,30,3,41.3001749,20.6917448
Струга - ООУ ОРХАН ЏЕМАИЛИ с.ГОРНО ТАТЕШИ с.Мислодежда,Струга,ПУ,ОРХАН ЏЕМАИЛИ с.ГОРНО ТАТЕШИ с.Мислодежда,"албански",470,380,400,41,43,80,80,80,80,8,41.3001749,20.6917448
Струмица - ООУ ВИДОЕ ПОДГОРЕЦ,Струмица,ЦУ,ВИДОЕ ПОДГОРЕЦ,"македонски",8700,8840,8910,849,824,420,420,420,420,42,41.4495302,22.5921774
Струмица - ООУ ГЕРАС ЦУНЕВ  с.ПРОСЕНИКОВО,Струмица,ЦУ,ГЕРАС ЦУНЕВ  с.ПРОСЕНИКОВО,"македонски",2670,2610,2590,239,232,220,220,220,220,22,41.4495302,22.5921774
Струмица - ООУ ГОЦЕ ДЕЛЧЕВ с.ВЕЉУСА,Струмица,ЦУ,ГОЦЕ ДЕЛЧЕВ с.ВЕЉУСА,"македонски",490,480,460,39,34,90,90,90,90,9,41.4495302,22.5921774
Струмица - ООУ ДАМЕ ГРУЕВ  с.КУКЛИШ,Струмица,ЦУ,ДАМЕ ГРУЕВ  с.КУКЛИШ,"македонски",2020,1990,1940,186,175,140,150,150,140,14,41.4495302,22.5921774
Струмица - ООУ ДАМЕ ГРУЕВ  с.КУКЛИШ с.Дорломбос,Струмица,ПУ,ДАМЕ ГРУЕВ  с.КУКЛИШ с.Дорломбос,"турски",20,40,30,3,3,10,10,10,10,1,41.4495302,22.5921774
Струмица - ООУ ДАМЕ ГРУЕВ  с.КУКЛИШ с.Костурино,Струмица,ПУ,ДАМЕ ГРУЕВ  с.КУКЛИШ с.Костурино,"македонски",650,680,630,57,55,90,90,90,90,9,41.4495302,22.5921774
Струмица - ООУ ДАМЕ ГРУЕВ  с.КУКЛИШ с.Мемешли,Струмица,ПУ,ДАМЕ ГРУЕВ  с.КУКЛИШ с.Мемешли,"турски",10,10,10,0,0,10,10,10,0,0,41.4495302,22.5921774
Струмица - ООУ ДАМЕ ГРУЕВ  с.КУКЛИШ с.Раборци,Струмица,ПУ,ДАМЕ ГРУЕВ  с.КУКЛИШ с.Раборци,"македонски",50,40,30,4,2,10,10,10,10,1,41.4495302,22.5921774
Струмица - ООУ ДАМЕ ГРУЕВ  с.КУКЛИШ с.Свидовица,Струмица,ПУ,ДАМЕ ГРУЕВ  с.КУКЛИШ с.Свидовица,"турски, македонски",190,240,130,17,21,20,20,20,20,2,41.4495302,22.5921774
Струмица - ООУ МАРШАЛ ТИТО,Струмица,ЦУ,МАРШАЛ ТИТО,"турски, македонски",7460,7670,7830,767,708,380,380,380,380,38,41.4495302,22.5921774
Струмица - ООУ МАРШАЛ ТИТО  с.МУРТИНО,Струмица,ЦУ,МАРШАЛ ТИТО  с.МУРТИНО,"македонски",2680,2650,2810,270,264,170,170,170,170,17,41.4495302,22.5921774
Струмица - ООУ МАРШАЛ ТИТО  с.МУРТИНО с.Банско,Струмица,ПУ,МАРШАЛ ТИТО  с.МУРТИНО с.Банско,"турски, македонски",2290,2290,2100,206,222,100,100,100,100,10,41.4495302,22.5921774
Струмица - ООУ МАРШАЛ ТИТО  с.МУРТИНО с.Габрово,Струмица,ПУ,МАРШАЛ ТИТО  с.МУРТИНО с.Габрово,"македонски",30,0,10,0,0,20,0,10,0,0,41.4495302,22.5921774
Струмица - ООУ МАРШАЛ ТИТО  с.МУРТИНО с.Сачево,Струмица,ПУ,МАРШАЛ ТИТО  с.МУРТИНО с.Сачево,"македонски",200,180,120,9,11,30,30,30,30,3,41.4495302,22.5921774
Струмица - ООУ МАРШАЛ ТИТО с.Попчево,Струмица,ПУ,МАРШАЛ ТИТО с.Попчево,"македонски",20,30,20,1,0,10,10,10,10,0,41.4495302,22.5921774
Струмица - ООУ МАРШАЛ ТИТО с.Рич,Струмица,ПУ,МАРШАЛ ТИТО с.Рич,"македонски",300,200,160,16,13,30,30,30,30,3,41.4495302,22.5921774
Струмица - ООУ НИКОЛА ВАПЦАРОВ с.Балдовци,Струмица,ПУ,НИКОЛА ВАПЦАРОВ с.Балдовци,"македонски",330,280,260,27,22,30,30,30,30,3,41.4495302,22.5921774
Струмица - ООУ ПП со аутизам,Струмица,посебни паралелки,ПП со аутизам,"македонски",80,70,60,7,3,30,30,30,30,1,41.4495302,22.5921774
Струмица - ООУ САНДО МАСЕВ,Струмица,ЦУ,САНДО МАСЕВ,"македонски",8830,9160,9610,992,1074,400,400,410,410,42,41.4495302,22.5921774
Струмица - ООУ САНДО МАСЕВ с.Баница,Струмица,ПУ,САНДО МАСЕВ с.Баница,"македонски",2130,1900,1670,179,174,100,100,100,100,9,41.4495302,22.5921774
Струмица - ООУ САНДО МАСЕВ с.Водоча,Струмица,ПУ,САНДО МАСЕВ с.Водоча,"македонски",60,80,90,8,8,20,20,20,20,2,41.4495302,22.5921774
Струмица - ООУ САНДО МАСЕВ с.Добрејци,Струмица,ПУ,САНДО МАСЕВ с.Добрејци,"македонски",520,550,510,50,44,50,50,50,50,5,41.4495302,22.5921774
Струмица - ООУ Св. КИРИЛ И МЕТОДИЈ  с.ДАБИЉЕ,Струмица,ЦУ,Св. КИРИЛ И МЕТОДИЈ  с.ДАБИЉЕ,"македонски",1440,1520,1570,158,166,100,100,90,90,9,41.4495302,22.5921774
Студеничани - ООУ АЛИЈА АВДОВИЌ  с.БАТИНЦИ,Студеничани,ЦУ,АЛИЈА АВДОВИЌ  с.БАТИНЦИ,"албански, македонски",11120,10970,9470,963,894,420,440,380,370,37,41.879885,21.4712687
Студеничани - ООУ АЛИЈА АВДОВИЌ  с.БАТИНЦИ с.Драчевица,Студеничани,ПУ,АЛИЈА АВДОВИЌ  с.БАТИНЦИ с.Драчевица,"албански",490,510,500,49,49,40,50,40,50,5,41.879885,21.4712687
Студеничани - ООУ АЛИЈА АВДОВИЌ  с.БАТИНЦИ с.Елово,Студеничани,ПУ,АЛИЈА АВДОВИЌ  с.БАТИНЦИ с.Елово,"турски, македонски",450,410,880,37,34,50,40,80,40,4,41.879885,21.4712687
Студеничани - ООУ АЛИЈА АВДОВИЌ  с.БАТИНЦИ с.Лубош,Студеничани,ПУ,АЛИЈА АВДОВИЌ  с.БАТИНЦИ с.Лубош,"турски, македонски",0,0,2970,320,328,0,0,120,150,16,41.879885,21.4712687
Студеничани - ООУ АЛИЈА АВДОВИЌ  с.БАТИНЦИ с.Малчиште,Студеничани,ПУ,АЛИЈА АВДОВИЌ  с.БАТИНЦИ с.Малчиште,"албански",100,80,80,3,0,20,20,20,10,0,41.879885,21.4712687
Студеничани - ООУ АЛИЈА АВДОВИЌ  с.БАТИНЦИ с.Цветово,Студеничани,ПУ,АЛИЈА АВДОВИЌ  с.БАТИНЦИ с.Цветово,"турски, македонски",1730,1720,1840,188,181,100,90,90,90,9,41.879885,21.4712687
Студеничани - ООУ АЛИЈА АВДОВИЌ  с.БАТИНЦИ с.Црн врв,Студеничани,ПУ,АЛИЈА АВДОВИЌ  с.БАТИНЦИ с.Црн врв,"албански",220,180,240,20,21,40,30,30,30,4,41.879885,21.4712687
Студеничани - ООУ МУСТАФА КЕМАЛ АТАТУРК с. Вртекица,Студеничани,ПУ,МУСТАФА КЕМАЛ АТАТУРК с. Вртекица,"албански",130,100,90,10,9,40,40,60,40,7,41.879885,21.4712687
Студеничани - ООУ МУСТАФА КЕМАЛ АТАТУРК с. Горно Количани,Студеничани,ПУ,МУСТАФА КЕМАЛ АТАТУРК с. Горно Количани,"албански",550,560,510,51,48,50,50,90,50,9,41.879885,21.4712687
Студеничани - ООУ МУСТАФА КЕМАЛ АТАТУРК с. Црвена вода,Студеничани,ПУ,МУСТАФА КЕМАЛ АТАТУРК с. Црвена вода,"албански",0,0,0,0,0,0,0,0,0,0,41.879885,21.4712687
Студеничани - ООУ НАИМ ФРАШЕРИ с.СТУДЕНИЧАНИ,Студеничани,ЦУ,НАИМ ФРАШЕРИ с.СТУДЕНИЧАНИ,"албански",12160,13220,13420,1385,1383,450,480,490,500,51,41.879885,21.4712687
Студеничани - ООУ НАИМ ФРАШЕРИ с.СТУДЕНИЧАНИ с.Моране,Студеничани,ПУ,НАИМ ФРАШЕРИ с.СТУДЕНИЧАНИ с.Моране,"албански, македонски",4100,4200,4120,433,434,190,190,190,190,18,41.879885,21.4712687
Теарце - ООУ АСДРЕНИ с.ГЛОЃИ,Теарце,ЦУ,АСДРЕНИ с.ГЛОЃИ,"албански, македонски",2470,2550,2530,267,272,190,190,190,190,19,42.1027032,21.0701465
Теарце - ООУ ЕКРЕМ ЧАБЕЈ  с.СЛАТИНО,Теарце,ЦУ,ЕКРЕМ ЧАБЕЈ  с.СЛАТИНО,"албански",3820,3870,4000,396,403,180,180,180,180,18,42.1027032,21.0701465
Теарце - ООУ ЕКРЕМ ЧАБЕЈ  с.СЛАТИНО с.Непроштено,Теарце,ПУ,ЕКРЕМ ЧАБЕЈ  с.СЛАТИНО с.Непроштено,"албански, македонски",1070,1140,1230,122,122,110,110,110,110,11,42.1027032,21.0701465
Теарце - ООУ ИСМАИЛ  ЌЕМАЛИ с.НЕРАШТЕ,Теарце,ЦУ,ИСМАИЛ  ЌЕМАЛИ с.НЕРАШТЕ,"албански",2570,2740,2770,271,278,170,170,170,170,17,42.1027032,21.0701465
Теарце - ООУ КИРИЛ  ПЕЈЧИНОВИЌ с.ТЕАРЦЕ,Теарце,ЦУ,КИРИЛ  ПЕЈЧИНОВИЌ с.ТЕАРЦЕ,"турски, албански, македонски",3090,2870,3190,308,291,320,320,320,340,32,42.1027032,21.0701465
Теарце - ООУ КИРИЛ  ПЕЈЧИНОВИЌ с.ТЕАРЦЕ с.Лешок,Теарце,ПУ,КИРИЛ  ПЕЈЧИНОВИЌ с.ТЕАРЦЕ с.Лешок,"македонски",100,190,160,16,16,20,20,20,20,2,42.1027032,21.0701465
Теарце - ООУ ФАИК КОНИЦА  с.ДОБРОШТЕ,Теарце,ЦУ,ФАИК КОНИЦА  с.ДОБРОШТЕ,"албански, македонски",2390,2410,2320,238,241,160,160,160,170,19,42.1027032,21.0701465
Теарце - ООУ ФАИК КОНИЦА  с.ДОБРОШТЕ с.Одри,Теарце,ПУ,ФАИК КОНИЦА  с.ДОБРОШТЕ с.Одри,"албански",1200,1300,1310,123,126,90,90,90,90,9,42.1027032,21.0701465
Тетово - ООУ АНДРЕЈА САВЕСКИ ЌИКИШ,Тетово,ЦУ,АНДРЕЈА САВЕСКИ ЌИКИШ,"албански, македонски",2710,2590,2730,266,267,230,230,230,230,24,42.0829961,20.9232031
Тетово - ООУ БЕСА с. Мала Речица,Тетово,ЦУ,БЕСА с. Мала Речица,"албански",0,0,0,0,170,0,0,0,0,11,42.0829961,20.9232031
Тетово - ООУ БЕСА с.Вешале,Тетово,ЦУ,БЕСА с.Вешале,"албански",190,190,180,16,17,90,90,90,90,8,42.0829961,20.9232031
Тетово - ООУ БЕСА с.Вешале с.Бозовце,Тетово,ПУ,БЕСА с.Вешале с.Бозовце,"албански",420,210,180,10,1,90,90,80,60,1,42.0829961,20.9232031
Тетово - ООУ БРАТСТВО МИГЕНИ,Тетово,ЦУ,БРАТСТВО МИГЕНИ,"турски, албански, македонски",11250,11180,11110,1104,1092,520,540,550,540,55,42.0829961,20.9232031
Тетово - ООУ БРАТСТВО МИГЕНИ             Дреновец,Тетово,ЦУ,БРАТСТВО МИГЕНИ             Дреновец,"албански",4930,5140,5040,522,525,190,190,190,200,21,42.0829961,20.9232031
Тетово - ООУ БРАТСТВО МИГЕНИ             Дреновец с.Сарачино,Тетово,ПУ,БРАТСТВО МИГЕНИ             Дреновец с.Сарачино,"албански, македонски",1060,1070,920,94,95,120,140,140,120,14,42.0829961,20.9232031
Тетово - ООУ Ѓ. К. СКЕНДЕРБЕГ  с.ПОРОЈ,Тетово,ЦУ,Ѓ. К. СКЕНДЕРБЕГ  с.ПОРОЈ,"албански",6410,6450,6560,639,613,370,370,370,370,37,42.0829961,20.9232031
Тетово - ООУ Ѓ. К. СКЕНДЕРБЕГ  с.ПОРОЈ с.Ѓермо,Тетово,ПУ,Ѓ. К. СКЕНДЕРБЕГ  с.ПОРОЈ с.Ѓермо,"албански",840,880,940,95,0,90,90,90,90,0,42.0829961,20.9232031
Тетово - ООУ ИСТИКБАЛ,Тетово,ЦУ,ИСТИКБАЛ,"турски, албански, македонски",12120,12130,12030,1176,1181,550,550,550,570,57,42.0829961,20.9232031
Тетово - ООУ ИСТИКБАЛ с.Гајре,Тетово,ПУ,ИСТИКБАЛ с.Гајре,"албански",760,640,610,58,59,90,90,90,90,9,42.0829961,20.9232031
Тетово - ООУ ИСТИКБАЛ с.Лисец,Тетово,ПУ,ИСТИКБАЛ с.Лисец,"албански",500,390,350,37,38,90,90,90,80,9,42.0829961,20.9232031
Тетово - ООУ КИРИЛ И МЕТОДИЈ с.Фалише,Тетово,ПУ,КИРИЛ И МЕТОДИЈ с.Фалише,"македонски",450,400,370,31,19,30,30,30,30,3,42.0829961,20.9232031
