match,opshtina,osnnovno_tip ,osnovno_ucilishte,language,uce_2019_2020,uce_2020_2021,uce_2021_2022,uce_2022_2023,uce_2023_2024,par_2019_2020,par_2020_2021,par_2021_2022,par_2022_2023,par_2023_2024,lat,long
Радовиш - ООУ КРСТЕ ПЕТКОВ МИСИРКОВ,Радовиш,ЦУ,КРСТЕ ПЕТКОВ МИСИРКОВ,"турски, македонски",9940,9920,10530,1023,979,510,530,540,530,52,41.5884701,22.4712117
Радовиш - ООУ КРСТЕ ПЕТКОВ МИСИРКОВ с.Калаузлија,Радовиш,ПУ,КРСТЕ ПЕТКОВ МИСИРКОВ с.Калаузлија,"турски",350,350,360,43,42,20,20,20,30,4,41.5884701,22.4712117
Радовиш - ООУ КРСТЕ ПЕТКОВ МИСИРКОВ с.Коџалија,Радовиш,ПУ,КРСТЕ ПЕТКОВ МИСИРКОВ с.Коџалија,"турски",1180,1300,1080,110,115,50,50,50,50,5,41.5884701,22.4712117
Радовиш - ООУ НИКОЛА КАРЕВ с.Бучим,Радовиш,ПУ,НИКОЛА КАРЕВ с.Бучим,"турски",450,440,350,30,25,30,30,30,30,4,41.5884701,22.4712117
Радовиш - ООУ НИКОЛА КАРЕВ с.Прналија,Радовиш,ПУ,НИКОЛА КАРЕВ с.Прналија,"турски",200,180,210,20,22,20,20,20,20,2,41.5884701,22.4712117
Радовиш - ООУ НИКОЛА КАРЕВ с.Раклиш,Радовиш,ПУ,НИКОЛА КАРЕВ с.Раклиш,"македонски",90,60,20,0,0,10,10,0,0,0,41.5884701,22.4712117
Радовиш - ООУ НИКОЛА КАРЕВ с.Тополница,Радовиш,ПУ,НИКОЛА КАРЕВ с.Тополница,"турски",250,260,240,27,22,20,20,10,20,2,41.5884701,22.4712117
Радовиш - ООУ ОРЦЕ НИКОЛОВ  с.ИЊЕВО,Радовиш,ЦУ,ОРЦЕ НИКОЛОВ  с.ИЊЕВО,"македонски",1190,1060,1030,100,88,90,90,90,90,9,41.5884701,22.4712117
Радовиш - ООУ ОРЦЕ НИКОЛОВ  с.ИЊЕВО с.Воиславци,Радовиш,ПУ,ОРЦЕ НИКОЛОВ  с.ИЊЕВО с.Воиславци,"македонски",410,340,350,25,18,30,30,30,30,4,41.5884701,22.4712117
Радовиш - ООУ ОРЦЕ НИКОЛОВ  с.ИЊЕВО с.Дамјан,Радовиш,ПУ,ОРЦЕ НИКОЛОВ  с.ИЊЕВО с.Дамјан,"македонски",0,0,0,0,0,0,0,0,0,0,41.5884701,22.4712117
Радовиш - ООУ ОРЦЕ НИКОЛОВ  с.ИЊЕВО с.Злеово,Радовиш,ПУ,ОРЦЕ НИКОЛОВ  с.ИЊЕВО с.Злеово,"македонски",1050,950,940,81,71,90,90,90,90,9,41.5884701,22.4712117
Радовиш - ООУ ОРЦЕ НИКОЛОВ  с.ИЊЕВО с.Калуѓерица,Радовиш,ПУ,ОРЦЕ НИКОЛОВ  с.ИЊЕВО с.Калуѓерица,"македонски",960,1000,1030,92,92,90,90,90,90,9,41.5884701,22.4712117
Радовиш - ООУ ОРЦЕ НИКОЛОВ  с.ИЊЕВО с.Покрајчево,Радовиш,ПУ,ОРЦЕ НИКОЛОВ  с.ИЊЕВО с.Покрајчево,"македонски",120,130,150,16,17,20,20,20,20,2,41.5884701,22.4712117
Радовиш - ООУ ОРЦЕ НИКОЛОВ  с.ИЊЕВО с.Сулдурци,Радовиш,ПУ,ОРЦЕ НИКОЛОВ  с.ИЊЕВО с.Сулдурци,"македонски",140,90,80,7,4,20,20,20,20,1,41.5884701,22.4712117
Ранковце - ООУ ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ,Ранковце,ЦУ,ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ,"македонски",2670,2700,2750,269,275,170,170,170,170,17,42.2745457,22.0903691
Ранковце - ООУ ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ с.Герман,Ранковце,ПУ,ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ с.Герман,"македонски",170,160,160,15,13,20,20,20,20,2,42.2745457,22.0903691
Ранковце - ООУ ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ с.Одрено,Ранковце,ПУ,ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ с.Одрено,"македонски",0,0,0,0,0,0,0,0,0,0,42.2745457,22.0903691
Ранковце - ООУ ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ с.Отошница,Ранковце,ПУ,ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ с.Отошница,"македонски",0,0,0,0,0,0,0,0,0,0,42.2745457,22.0903691
Ранковце - ООУ ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ с.Петралица,Ранковце,ПУ,ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ с.Петралица,"македонски",0,0,0,0,0,0,0,0,0,0,42.2745457,22.0903691
Ранковце - ООУ ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ с.Псача,Ранковце,ПУ,ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ с.Псача,"македонски",380,330,320,32,37,70,70,70,70,7,42.2745457,22.0903691
Ранковце - ООУ ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ с.Радибуш,Ранковце,ПУ,ХРИСТИЈАН ТОДОРОВСКИ -КАРПОШ-С.РАНКОВЦИ с.Радибуш,"македонски",60,50,50,5,5,10,10,10,10,1,42.2745457,22.0903691
Ресен - ООУ БРАЌА МИЛАДИНОВЦИ  с.ЦАРЕВ ДВОР,Ресен,ЦУ,БРАЌА МИЛАДИНОВЦИ  с.ЦАРЕВ ДВОР,"турски, македонски",690,700,780,65,61,80,80,80,80,8,40.9857428,21.0519709
Ресен - ООУ БРАЌА МИЛАДИНОВЦИ  с.ЦАРЕВ ДВОР с.Дрмени,Ресен,ПУ,БРАЌА МИЛАДИНОВЦИ  с.ЦАРЕВ ДВОР с.Дрмени,"македонски",30,60,60,6,6,20,20,20,20,2,40.9857428,21.0519709
Ресен - ООУ БРАЌА МИЛАДИНОВЦИ  с.ЦАРЕВ ДВОР с.Езерени,Ресен,ПУ,БРАЌА МИЛАДИНОВЦИ  с.ЦАРЕВ ДВОР с.Езерени,"македонски",40,30,20,2,4,10,10,10,10,1,40.9857428,21.0519709
Ресен - ООУ БРАЌА МИЛАДИНОВЦИ  с.ЦАРЕВ ДВОР с.Покрвеник,Ресен,ПУ,БРАЌА МИЛАДИНОВЦИ  с.ЦАРЕВ ДВОР с.Покрвеник,"македонски",100,60,60,4,4,20,20,20,20,2,40.9857428,21.0519709
Ресен - ООУ БРАЌА МИЛАДИНОВЦИ  с.ЦАРЕВ ДВОР с.Стење,Ресен,ПУ,БРАЌА МИЛАДИНОВЦИ  с.ЦАРЕВ ДВОР с.Стење,"македонски",70,60,60,4,4,10,10,10,10,1,40.9857428,21.0519709
Ресен - ООУ ГОЦЕ ДЕЛЧЕВ  с.Сопотско,Ресен,ПУ,ГОЦЕ ДЕЛЧЕВ  с.Сопотско,"македонски",50,40,30,3,4,10,10,10,10,1,40.9857428,21.0519709
Ресен - ООУ ГОЦЕ ДЕЛЧЕВ с.Избишта,Ресен,ПУ,ГОЦЕ ДЕЛЧЕВ с.Избишта,"македонски",10,10,10,1,1,10,10,10,10,1,40.9857428,21.0519709
Ресен - ООУ ДИМИТАР ВЛАХОВ с.ЉУБОЈНО,Ресен,ЦУ,ДИМИТАР ВЛАХОВ с.ЉУБОЈНО,"македонски",240,250,250,26,27,60,60,60,60,6,40.9857428,21.0519709
Ресен - ООУ ДИМИТАР ВЛАХОВ с.ЉУБОЈНО с.Долно Дупени,Ресен,ПУ,ДИМИТАР ВЛАХОВ с.ЉУБОЈНО с.Долно Дупени,"македонски",10,10,10,0,0,10,10,10,0,0,40.9857428,21.0519709
Ресен - ООУ ДИМИТАР ВЛАХОВ с.ЉУБОЈНО с.Крани,Ресен,ПУ,ДИМИТАР ВЛАХОВ с.ЉУБОЈНО с.Крани,"албански, македонски",220,160,190,19,20,40,40,40,40,4,40.9857428,21.0519709
Ресен - ООУ ДИМИТАР ВЛАХОВ с.ЉУБОЈНО с.Наколец,Ресен,ПУ,ДИМИТАР ВЛАХОВ с.ЉУБОЈНО с.Наколец,"албански",40,70,70,7,6,10,10,10,10,1,40.9857428,21.0519709
Ресен - ООУ ДИМИТАР ВЛАХОВ с.ЉУБОЈНО с.Сливница,Ресен,ПУ,ДИМИТАР ВЛАХОВ с.ЉУБОЈНО с.Сливница,"македонски",70,10,20,2,4,10,10,10,10,1,40.9857428,21.0519709
Ресен - ООУ ДИМИТАР ВЛАХОВ с.ЉУБОЈНО с.Штрбово,Ресен,ПУ,ДИМИТАР ВЛАХОВ с.ЉУБОЈНО с.Штрбово,"македонски",70,60,50,4,3,10,10,10,10,1,40.9857428,21.0519709
Ресен - ООУ МИТЕ БОГОЕВСКИ,Ресен,ЦУ,МИТЕ БОГОЕВСКИ,"турски, македонски",4890,5080,5130,524,510,270,270,270,270,27,40.9857428,21.0519709
Ресен - ООУ МИТЕ БОГОЕВСКИ  с.Болно,Ресен,ПУ,МИТЕ БОГОЕВСКИ  с.Болно,"македонски",110,110,110,11,6,10,10,20,20,2,40.9857428,21.0519709
Ресен - ООУ МИТЕ БОГОЕВСКИ с.Јанковец,Ресен,ПУ,МИТЕ БОГОЕВСКИ с.Јанковец,"македонски",430,420,430,43,46,50,50,50,50,5,40.9857428,21.0519709
Ресен - ООУ СЛАВЕЈКО  АРСОВ с.ПОДМОЧАНИ,Ресен,ЦУ,СЛАВЕЈКО  АРСОВ с.ПОДМОЧАНИ,"албански, македонски",670,720,710,69,72,130,130,130,120,13,40.9857428,21.0519709
Ресен - ООУ СЛАВЕЈКО  АРСОВ с.ПОДМОЧАНИ с.Асамати,Ресен,ПУ,СЛАВЕЈКО  АРСОВ с.ПОДМОЧАНИ с.Асамати,"албански, македонски",120,210,180,17,18,20,20,30,30,3,40.9857428,21.0519709
Ресен - ООУ СЛАВЕЈКО  АРСОВ с.ПОДМОЧАНИ с.Г.Б.Црква,Ресен,ПУ,СЛАВЕЈКО  АРСОВ с.ПОДМОЧАНИ с.Г.Б.Црква,"албански",70,100,90,10,13,10,10,20,20,2,40.9857428,21.0519709
Ресен - ООУ СЛАВЕЈКО  АРСОВ с.ПОДМОЧАНИ с.Д.Б.Црква,Ресен,ПУ,СЛАВЕЈКО  АРСОВ с.ПОДМОЧАНИ с.Д.Б.Црква,"македонски",40,30,50,3,2,10,10,10,10,1,40.9857428,21.0519709
Росоман - ООУ ПЕРЕ ТОШЕВ  С.РОСОМАН,Росоман,ЦУ,ПЕРЕ ТОШЕВ  С.РОСОМАН,"македонски",2930,2970,2780,290,279,180,180,170,170,18,41.5058059,21.890727
Росоман - ООУ ПЕРЕ ТОШЕВ  С.РОСОМАН с.Дебриште,Росоман,ПУ,ПЕРЕ ТОШЕВ  С.РОСОМАН с.Дебриште,"македонски",20,0,0,0,0,10,0,0,0,0,41.5058059,21.890727
Росоман - ООУ ПЕРЕ ТОШЕВ  С.РОСОМАН с.Манастирец,Росоман,ПУ,ПЕРЕ ТОШЕВ  С.РОСОМАН с.Манастирец,"македонски",120,140,140,13,13,20,20,20,40,5,41.5058059,21.890727
Росоман - ООУ ПЕРЕ ТОШЕВ  С.РОСОМАН с.Паликура,Росоман,ПУ,ПЕРЕ ТОШЕВ  С.РОСОМАН с.Паликура,"македонски",50,30,60,6,10,10,10,20,10,5,41.5058059,21.890727
Росоман - ООУ ПЕРЕ ТОШЕВ  С.РОСОМАН с.Сирково,Росоман,ПУ,ПЕРЕ ТОШЕВ  С.РОСОМАН с.Сирково,"македонски",350,350,360,38,38,70,70,80,70,9,41.5058059,21.890727
Росоман - ООУ ПЕРЕ ТОШЕВ  С.РОСОМАН с.Трстеник,Росоман,ПУ,ПЕРЕ ТОШЕВ  С.РОСОМАН с.Трстеник,"македонски",110,90,90,5,7,20,20,30,40,4,41.5058059,21.890727
Сарај - ООУ БЕДРИ ТАИРИ с.Долно Свиларе,Сарај,ЦУ,БЕДРИ ТАИРИ с.Долно Свиларе,"албански",3560,3320,3430,358,377,180,180,180,180,18,42.0978442,21.1644154
Сарај - ООУ БЕДРИ ТАИРИ с.Долно Свиларе с.Горно Свиларе,Сарај,ПУ,БЕДРИ ТАИРИ с.Долно Свиларе с.Горно Свиларе,"албански",810,800,950,93,78,50,50,50,50,5,42.0978442,21.1644154
Сарај - ООУ ДИТУРИА с.САРАЈ,Сарај,ЦУ,ДИТУРИА с.САРАЈ,"албански, македонски",11500,11800,11710,1203,1221,400,420,420,430,44,42.0978442,21.1644154
Сарај - ООУ ДИТУРИА с.САРАЈ с. Љубин,Сарај,ПУ,ДИТУРИА с.САРАЈ с. Љубин,'босански',910,820,830,77,78,90,90,90,90,9,42.0978442,21.1644154
Сарај - ООУ ДИТУРИА с.САРАЈ с.Грчец,Сарај,ПУ,ДИТУРИА с.САРАЈ с.Грчец,"албански",2730,2670,2660,278,275,130,120,120,130,13,42.0978442,21.1644154
Сарај - ООУ ДИТУРИА с.САРАЈ с.Крушопек,Сарај,ПУ,ДИТУРИА с.САРАЈ с.Крушопек,"албански",3700,3660,3570,0,0,180,180,180,0,0,42.0978442,21.1644154
Сарај - ООУ ДРИТА с.Рашче,Сарај,ЦУ,ДРИТА с.Рашче,"албански",4370,4280,4240,422,443,180,180,180,180,18,42.0978442,21.1644154
Сарај - ООУ ДРИТА с.Рашче с.Копаница,Сарај,ПУ,ДРИТА с.Рашче с.Копаница,"албански",2770,2740,2740,267,277,170,180,170,170,18,42.0978442,21.1644154
Сарај - ООУ ЕМИН ДУРАКУ  С.БУКОВИќ,Сарај,ЦУ,ЕМИН ДУРАКУ  С.БУКОВИќ,"албански",2930,2970,2950,299,296,180,180,180,180,18,42.0978442,21.1644154
Сарај - ООУ ЕМИН ДУРАКУ  С.БУКОВИќ с.Арнакjа,Сарај,ПУ,ЕМИН ДУРАКУ  С.БУКОВИќ с.Арнакjа,"албански",1770,1750,1700,184,177,90,90,90,90,9,42.0978442,21.1644154
Сарај - ООУ ЕМИН ДУРАКУ  С.БУКОВИќ с.Раовиќ,Сарај,ПУ,ЕМИН ДУРАКУ  С.БУКОВИќ с.Раовиќ,"албански",130,140,90,1,3,40,40,20,10,1,42.0978442,21.1644154
Сарај - ООУ ЕМИН ДУРАКУ  С.БУКОВИќ с.Чајлане,Сарај,ПУ,ЕМИН ДУРАКУ  С.БУКОВИќ с.Чајлане,"албански",1570,1640,1760,172,181,90,90,90,90,9,42.0978442,21.1644154
Сарај - ООУ ИБЕ ПАЛИКУќА с.БОЈАНЕ,Сарај,ЦУ,ИБЕ ПАЛИКУќА с.БОЈАНЕ,"албански",3230,2920,2990,264,266,180,180,180,180,18,42.0978442,21.1644154
Сарај - ООУ ИБЕ ПАЛИКУќА с.БОЈАНЕ с.Ласкарци,Сарај,ПУ,ИБЕ ПАЛИКУќА с.БОЈАНЕ с.Ласкарци,"албански",1690,1620,1790,168,172,90,90,100,100,10,42.0978442,21.1644154
Сарај - ООУ ИБЕ ПАЛИКУќА с.БОЈАНЕ с.Паничари,Сарај,ПУ,ИБЕ ПАЛИКУќА с.БОЈАНЕ с.Паничари,"албански",240,260,280,28,32,30,40,40,40,4,42.0978442,21.1644154
Сарај - ООУ ПЕРПАРИМИ с. Крушопек,Сарај,ПУ,ПЕРПАРИМИ с. Крушопек,"албански",0,0,0,345,344,0,0,0,180,18,42.0978442,21.1644154
Сарај - ООУ САМИ ФРАШЕРИ  С.ГЛУМОВО,Сарај,ЦУ,САМИ ФРАШЕРИ  С.ГЛУМОВО,"албански",3700,3910,3880,414,413,180,180,180,180,18,42.0978442,21.1644154
Сарај - ООУ САМИ ФРАШЕРИ  С.ГЛУМОВО с. Матка,Сарај,ПУ,САМИ ФРАШЕРИ  С.ГЛУМОВО с. Матка,"албански",210,220,260,26,22,20,20,20,20,2,42.0978442,21.1644154
Сарај - ООУ САМИ ФРАШЕРИ  С.ГЛУМОВО с. Шишево,Сарај,ПУ,САМИ ФРАШЕРИ  С.ГЛУМОВО с. Шишево,"албански, македонски",710,710,770,80,60,40,60,50,50,5,42.0978442,21.1644154
Сарај - ООУ ФАИК КОНИЦА с. РАДУША,Сарај,ЦУ,ФАИК КОНИЦА с. РАДУША,"албански",2180,2230,2090,208,194,130,110,110,110,11,42.0978442,21.1644154
Сарај - ООУ ФАИК КОНИЦА с. РАДУША с. Дворце,Сарај,ПУ,ФАИК КОНИЦА с. РАДУША с. Дворце,"албански",80,60,90,9,11,10,10,10,10,1,42.0978442,21.1644154
Свети Николе - ООУ ГОЦЕ ДЕЛЧЕВ с.Горобинци,Свети Николе,ПУ,ГОЦЕ ДЕЛЧЕВ с.Горобинци,"македонски",620,600,570,57,54,90,90,90,90,9,41.9774348,21.9702419
Свети Николе - ООУ ГОЦЕ ДЕЛЧЕВ с.Немањици,Свети Николе,ПУ,ГОЦЕ ДЕЛЧЕВ с.Немањици,"македонски",0,0,0,0,0,0,0,0,0,0,41.9774348,21.9702419
Свети Николе - ООУ ГОЦЕ ДЕЛЧЕВ с.Црнилиште,Свети Николе,ПУ,ГОЦЕ ДЕЛЧЕВ с.Црнилиште,"македонски",180,200,220,19,18,30,30,30,30,3,41.9774348,21.9702419
Свети Николе - ООУ ДАМЕ ГРУЕВ  с.ЕРЏЕЛИЈА,Свети Николе,ЦУ,ДАМЕ ГРУЕВ  с.ЕРЏЕЛИЈА,"македонски",1190,1160,1180,106,114,110,110,100,100,10,41.9774348,21.9702419
Свети Николе - ООУ ДАМЕ ГРУЕВ  с.ЕРЏЕЛИЈА с.Амзабегово,Свети Николе,ПУ,ДАМЕ ГРУЕВ  с.ЕРЏЕЛИЈА с.Амзабегово,"македонски",280,250,310,26,29,30,30,30,30,3,41.9774348,21.9702419
Свети Николе - ООУ ДАМЕ ГРУЕВ  с.ЕРЏЕЛИЈА с.Кадрифаково,Свети Николе,ПУ,ДАМЕ ГРУЕВ  с.ЕРЏЕЛИЈА с.Кадрифаково,"македонски",140,100,80,9,9,10,10,10,10,1,41.9774348,21.9702419
Свети Николе - ООУ ДАМЕ ГРУЕВ  с.ЕРЏЕЛИЈА с.Мустафино,Свети Николе,ПУ,ДАМЕ ГРУЕВ  с.ЕРЏЕЛИЈА с.Мустафино,"македонски",180,190,180,19,18,20,20,20,20,2,41.9774348,21.9702419
Свети Николе - ООУ ДАМЕ ГРУЕВ  с.ЕРЏЕЛИЈА с.Пеширово,Свети Николе,ПУ,ДАМЕ ГРУЕВ  с.ЕРЏЕЛИЈА с.Пеширово,"македонски",190,180,260,20,17,10,10,20,20,2,41.9774348,21.9702419
Свети Николе - ООУ КИРИЛ И МЕТОДИЈ с.Д.Ѓуѓанци,Свети Николе,ПУ,КИРИЛ И МЕТОДИЈ с.Д.Ѓуѓанци,"македонски",60,40,40,4,4,10,10,10,10,1,41.9774348,21.9702419
Сопиште - ООУ ДИТУРИЈА с.Чифлик,Сопиште,ЦУ,ДИТУРИЈА с.Чифлик,"албански",930,1000,990,96,99,90,90,90,90,9,41.9338065,21.3842128
Сопиште - ООУ ДИТУРИЈА с.Чифлик с.Патишка Река,Сопиште,ПУ,ДИТУРИЈА с.Чифлик с.Патишка Река,"албански",320,280,260,17,13,50,50,50,40,2,41.9338065,21.3842128
Сопиште - ООУ ДИТУРИЈА с.Чифлик с.Света Петка,Сопиште,ПУ,ДИТУРИЈА с.Чифлик с.Света Петка,"албански",1100,1110,1220,117,112,90,90,90,90,9,41.9338065,21.3842128
Сопиште - ООУ ДРАГА СТОЈАНОВСКА с. Ракотинци,Сопиште,ЦУ,ДРАГА СТОЈАНОВСКА с. Ракотинци,"македонски",1430,1520,1620,147,145,90,100,110,100,10,41.9338065,21.3842128
Сопиште - ООУ ДРАГА СТОЈАНОВСКА с. Ракотинци с. Сопиште,Сопиште,ПУ,ДРАГА СТОЈАНОВСКА с. Ракотинци с. Сопиште,"македонски",710,800,780,83,92,50,50,50,50,5,41.9338065,21.3842128
Сопиште - ООУ ДРАГА СТОЈАНОВСКА с. Ракотинци с.Добри дол,Сопиште,ПУ,ДРАГА СТОЈАНОВСКА с. Ракотинци с.Добри дол,"македонски",140,140,140,12,12,20,20,20,20,2,41.9338065,21.3842128
Сопиште - ООУ ДРАГА СТОЈАНОВСКА с. Ракотинци с.Долно Соње,Сопиште,ПУ,ДРАГА СТОЈАНОВСКА с. Ракотинци с.Долно Соње,"македонски",370,300,290,32,29,30,30,30,30,3,41.9338065,21.3842128
Сопиште - ООУ ДРАГА СТОЈАНОВСКА с. Ракотинци с.Држилово,Сопиште,ПУ,ДРАГА СТОЈАНОВСКА с. Ракотинци с.Држилово,"турски, македонски",600,580,560,57,52,50,50,50,50,5,41.9338065,21.3842128
Старо Нагоричане - ООУ СВЕТОЗАР МАРКОВИЌ с.С.Нагоричане,Старо Нагоричане,ЦУ,СВЕТОЗАР МАРКОВИЌ с.С.Нагоричане,'српски',740,740,690,66,68,70,70,70,70,7,42.2176222,21.7925543
Старо Нагоричане - ООУ СВЕТОЗАР МАРКОВИЌ с.С.Нагоричане с.Алгуња,Старо Нагоричане,ПУ,СВЕТОЗАР МАРКОВИЌ с.С.Нагоричане с.Алгуња,"македонски",230,240,250,22,17,20,20,20,20,2,42.2176222,21.7925543
Старо Нагоричане - ООУ СВЕТОЗАР МАРКОВИЌ с.С.Нагоричане с.Никуљане,Старо Нагоричане,ПУ,СВЕТОЗАР МАРКОВИЌ с.С.Нагоричане с.Никуљане,'српски',20,20,20,2,2,10,10,10,10,1,42.2176222,21.7925543
Старо Нагоричане - ООУ ХРИСТИЈАН  КАРПОШ  с.М.НАГОРИЧАНИ,Старо Нагоричане,ЦУ,ХРИСТИЈАН  КАРПОШ  с.М.НАГОРИЧАНИ,"македонски",770,610,630,66,66,60,60,60,60,6,42.2176222,21.7925543
Старо Нагоричане - ООУ ХРИСТИЈАН  КАРПОШ  с.М.НАГОРИЧАНИ с. Бајловце,Старо Нагоричане,ПУ,ХРИСТИЈАН  КАРПОШ  с.М.НАГОРИЧАНИ с. Бајловце,"македонски",130,130,150,16,14,60,60,60,60,6,42.2176222,21.7925543
Старо Нагоричане - ООУ ХРИСТИЈАН  КАРПОШ  с.М.НАГОРИЧАНИ с.Буковљане,Старо Нагоричане,ПУ,ХРИСТИЈАН  КАРПОШ  с.М.НАГОРИЧАНИ с.Буковљане,"македонски",0,0,0,0,0,0,0,0,0,0,42.2176222,21.7925543
Старо Нагоричане - ООУ ХРИСТИЈАН  КАРПОШ  с.М.НАГОРИЧАНИ с.Ѓорговци,Старо Нагоричане,ПУ,ХРИСТИЈАН  КАРПОШ  с.М.НАГОРИЧАНИ с.Ѓорговци,"македонски",250,300,240,20,20,30,30,30,30,3,42.2176222,21.7925543
Старо Нагоричане - ООУ ХРИСТИЈАН  КАРПОШ  с.М.НАГОРИЧАНИ с.Жељувино,Старо Нагоричане,ПУ,ХРИСТИЈАН  КАРПОШ  с.М.НАГОРИЧАНИ с.Жељувино,"македонски",0,0,0,0,0,0,0,0,0,0,42.2176222,21.7925543
Старо Нагоричане - ООУ ХРИСТИЈАН  КАРПОШ  с.М.НАГОРИЧАНИ с.Облавце,Старо Нагоричане,ПУ,ХРИСТИЈАН  КАРПОШ  с.М.НАГОРИЧАНИ с.Облавце,"македонски",110,80,70,10,9,10,10,10,10,1,42.2176222,21.7925543
Старо Нагоричане - ООУ ХРИСТИЈАН КАРПОШ  с.ДРАГОМАНЦЕ,Старо Нагоричане,ЦУ,ХРИСТИЈАН КАРПОШ  с.ДРАГОМАНЦЕ,"македонски",530,450,510,47,59,70,70,70,70,7,42.2176222,21.7925543
Старо Нагоричане - ООУ ХРИСТИЈАН КАРПОШ  с.ДРАГОМАНЦЕ с. Арбанашко,Старо Нагоричане,ПУ,ХРИСТИЈАН КАРПОШ  с.ДРАГОМАНЦЕ с. Арбанашко,"македонски",40,50,60,6,5,10,10,10,10,1,42.2176222,21.7925543
Старо Нагоричане - ООУ ХРИСТИЈАН КАРПОШ  с.ДРАГОМАНЦЕ с.Жегљане,Старо Нагоричане,ПУ,ХРИСТИЈАН КАРПОШ  с.ДРАГОМАНЦЕ с.Жегљане,"македонски",0,0,0,0,0,0,0,0,0,0,42.2176222,21.7925543
Старо Нагоричане - ООУ ХРИСТИЈАН КАРПОШ  с.ДРАГОМАНЦЕ с.Пелинце,Старо Нагоричане,ПУ,ХРИСТИЈАН КАРПОШ  с.ДРАГОМАНЦЕ с.Пелинце,"македонски",30,40,40,3,3,10,10,10,10,1,42.2176222,21.7925543
Старо Нагоричане - ООУ ХРИСТИЈАН КАРПОШ  с.ДРАГОМАНЦЕ с.Челопек,Старо Нагоричане,ПУ,ХРИСТИЈАН КАРПОШ  с.ДРАГОМАНЦЕ с.Челопек,"македонски",80,60,30,5,0,10,10,10,10,0,42.2176222,21.7925543
Струга - ООУ АШИМ АГУШИ,Струга,ЦУ,АШИМ АГУШИ,"албански",2280,2080,1790,168,171,200,200,200,200,20,41.3001749,20.6917448
Струга - ООУ АШИМ АГУШИ с.Заграчани,Струга,ПУ,АШИМ АГУШИ с.Заграчани,"албански",760,770,850,88,88,90,90,90,90,9,41.3001749,20.6917448
Струга - ООУ АШИМ АГУШИ с.Тефериџ,Струга,ПУ,АШИМ АГУШИ с.Тефериџ,"албански",330,450,520,37,37,50,50,50,50,5,41.3001749,20.6917448
Струга - ООУ АШИМ АГУШИ с.Франгово,Струга,ПУ,АШИМ АГУШИ с.Франгово,"албански",1350,1290,1240,112,116,110,110,110,110,11,41.3001749,20.6917448
Струга - ООУ БРАќА МИЛАДИНОВЦИ с.Калишта,Струга,ПУ,БРАќА МИЛАДИНОВЦИ с.Калишта,"албански",250,270,300,26,28,40,30,30,30,3,41.3001749,20.6917448
Струга - ООУ ГОЦЕ ДЕЛЧЕВ  С.ПОДГОРЦИ,Струга,ЦУ,ГОЦЕ ДЕЛЧЕВ  С.ПОДГОРЦИ,"албански, македонски",3150,3050,3050,286,279,180,180,180,180,20,41.3001749,20.6917448
Струга - ООУ ГОЦЕ ДЕЛЧЕВ с.ЈАБЛАНИЦА,Струга,ЦУ,ГОЦЕ ДЕЛЧЕВ с.ЈАБЛАНИЦА,"македонски",320,320,290,30,27,70,70,70,70,7,41.3001749,20.6917448
Струга - ООУ ГОЦЕ ДЕЛЧЕВ с.ЈАБЛАНИЦА с.Луково,Струга,ПУ,ГОЦЕ ДЕЛЧЕВ с.ЈАБЛАНИЦА с.Луково,"македонски",310,320,260,25,24,60,60,60,60,5,41.3001749,20.6917448
Струга - ООУ ГОЦЕ ДЕЛЧЕВ с.ЈАБЛАНИЦА с.Нерези,Струга,ПУ,ГОЦЕ ДЕЛЧЕВ с.ЈАБЛАНИЦА с.Нерези,"македонски",30,30,20,1,2,10,10,10,10,1,41.3001749,20.6917448
Струга - ООУ ГОЦЕ ДЕЛЧЕВ с.ЈАБЛАНИЦА с.Пискупштина,Струга,ПУ,ГОЦЕ ДЕЛЧЕВ с.ЈАБЛАНИЦА с.Пискупштина,"македонски",30,20,20,2,4,10,10,10,20,1,41.3001749,20.6917448
Струга - ООУ ЕДИНСТВО с.ОКТИСИ,Струга,ЦУ,ЕДИНСТВО с.ОКТИСИ,"албански, македонски",2310,2200,2140,197,185,240,240,230,220,21,41.3001749,20.6917448
